monthly_income_after_tax_and_401k,rent,groceries,utilities,transportation,personal_care,healthcare_and_insurance,debt_payments,investments_and_savings,dining_and_going_out,other
4695,1673,400,150,269,128,476,320,405,264,345
4319,1674,414,49,240,132,625,334,541,176,277
4808,1181,472,169,324,52,723,643,491,360,0
3304,1485,368,153,261,67,513,311,480,284,0
5216,1058,544,185,196,64,485,430,386,88,265
3192,1469,369,86,345,99,490,378,98,172,207
3885,1325,480,175,248,114,488,283,299,245,370
3876,1758,421,85,1,145,925,253,376,105,365
4313,1270,464,131,271,230,441,403,487,283,390
4023,1169,342,172,106,90,438,333,529,185,230
4312,1842,372,169,407,89,435,269,93,126,237
4352,1312,412,218,277,103,603,171,334,187,308
5077,1031,615,224,277,105,152,469,535,158,0
3842,1233,450,132,572,96,535,187,348,71,341
3529,1415,475,175,0,103,687,62,0,197,230
5613,1449,467,148,480,99,564,483,371,169,362
4990,1894,439,131,174,56,705,266,210,209,363
4741,1392,408,161,219,104,241,295,383,119,377
3858,1812,344,167,511,74,397,385,142,212,463
3717,1289,293,144,208,14,602,181,596,381,210
3764,1393,406,170,106,115,644,133,365,106,136
4359,1115,440,197,286,135,371,264,460,205,198
3921,1300,264,88,482,99,566,308,709,224,292
3679,979,205,186,167,81,352,307,331,205,172
4833,1289,349,193,191,125,530,442,307,198,380
2482,1585,391,93,235,102,613,205,342,206,451
2392,1236,405,141,394,159,414,286,751,168,353
4326,1565,454,103,380,57,796,451,1043,326,378
3184,1239,334,151,332,83,0,272,407,231,289
4240,1083,417,138,406,79,535,499,415,153,326
4968,1433,217,108,331,155,537,277,36,291,453
4411,1393,442,130,270,114,514,231,628,306,411
3519,1764,376,149,167,44,431,296,142,115,416
4346,1104,339,158,120,46,575,326,414,168,405
4553,1371,366,119,213,126,579,259,465,308,573
4431,1378,473,79,264,68,689,340,480,116,348
4126,1512,405,142,423,100,764,285,46,179,214
3884,736,431,122,233,94,398,427,257,156,240
3712,1242,452,137,261,159,101,351,947,264,370
4736,1086,374,22,276,93,467,301,1013,119,358
3650,1369,469,140,265,87,507,268,32,247,206
3481,1375,399,161,383,117,489,380,311,100,281
4333,1012,463,137,350,133,539,303,521,282,234
3602,1242,392,153,250,104,420,255,542,242,177
4800,1356,388,141,203,0,453,583,512,255,347
3278,351,429,91,208,124,255,370,439,214,372
3759,1094,415,152,252,59,518,253,518,120,299
3959,1487,372,126,197,54,424,270,542,260,228
4122,1336,458,110,318,146,460,0,558,244,572
4476,1395,352,170,199,104,599,407,636,143,323
5737,1180,429,158,367,144,446,360,81,107,368
3905,497,427,132,302,39,534,385,596,433,306
3901,1215,453,145,427,105,637,371,371,211,16
4255,850,454,155,360,69,563,551,389,255,291
4636,1437,391,168,151,97,641,339,654,153,240
4063,1250,402,116,370,123,671,483,735,229,390
3765,1743,398,117,306,121,500,280,885,274,413
3504,1380,487,165,418,83,519,191,498,44,289
3277,1353,433,197,60,118,556,47,109,25,250
4333,1396,452,168,261,104,9,494,355,213,345
4289,1471,387,154,423,90,567,498,495,221,112
4289,1456,541,119,204,148,590,201,381,153,378
3936,1572,353,172,324,9,338,429,408,89,164
4703,1306,451,139,226,145,426,403,423,337,241
3758,1214,363,120,358,90,370,50,532,205,348
4478,1508,560,172,180,96,551,350,164,208,221
3981,1900,380,190,106,93,165,226,653,163,275
3696,1253,418,172,194,131,640,313,16,189,536
4296,1521,417,221,293,74,582,335,438,179,400
4205,558,409,127,325,114,666,307,73,303,67
4178,1555,204,136,178,112,461,295,218,386,638
4041,1646,270,124,289,112,712,430,409,141,0
5756,1828,311,123,276,161,278,402,185,282,345
5194,1312,213,192,266,94,548,387,625,321,450
4592,1583,493,117,381,182,530,393,527,138,387
4361,2024,317,134,228,134,600,323,0,158,329
4056,1489,324,188,180,57,460,417,215,110,566
4504,699,438,162,256,66,595,0,205,156,629
4259,1490,396,120,238,131,408,0,234,0,209
4013,1025,356,148,318,78,734,371,370,184,186
3848,1294,410,99,251,107,240,354,611,104,282
3960,1169,448,256,269,0,566,337,509,93,95
2415,1153,318,152,229,86,367,393,486,263,318
4105,1013,436,154,79,92,541,444,364,168,266
3756,1855,417,206,264,130,366,194,920,120,0
4796,1265,389,172,145,93,403,330,887,215,144
4010,1337,412,0,294,143,631,228,0,220,373
3406,1298,413,153,136,71,603,407,431,147,395
3975,1510,427,148,225,124,638,372,0,169,419
3477,1121,351,206,231,106,407,203,663,165,183
4237,911,596,137,292,63,417,299,208,260,286
4145,1406,450,154,261,82,427,150,436,449,332
4479,1291,451,158,24,96,530,395,751,63,420
3605,1287,314,118,173,137,649,246,504,379,373
4017,1157,457,104,223,96,506,187,507,167,174
3317,1482,382,143,438,248,0,265,594,257,672
4351,1216,427,170,235,90,509,358,303,205,282
4259,1123,191,111,214,103,494,329,573,162,337
4248,1635,366,147,232,140,625,251,411,272,329
4001,1438,442,130,309,62,537,290,500,335,403
4207,1292,426,92,337,136,533,271,1153,116,442
4802,812,346,157,407,80,511,207,465,141,119
3857,1253,434,162,294,93,397,113,173,316,433
4069,1296,359,170,281,108,495,299,440,355,435
3457,1593,387,173,353,76,537,359,526,228,180
3566,950,341,147,300,180,512,298,419,301,464
4049,1612,417,162,405,107,317,505,590,165,0
2750,1387,454,156,302,104,593,240,442,75,290
3872,1058,444,73,0,82,527,296,572,195,282
3882,1484,355,105,351,60,614,349,0,307,351
3797,1251,398,128,319,134,481,344,577,146,219
2083,1435,125,152,317,92,534,274,334,322,270
4147,1211,468,158,152,110,334,295,425,294,286
3251,1351,401,170,40,71,108,292,235,213,391
4640,1312,432,170,324,124,646,368,372,415,203
3667,1429,410,156,145,91,585,231,435,189,340
4361,1519,191,165,303,50,439,57,169,102,252
3365,1080,372,314,272,91,688,0,611,175,223
4334,1296,423,162,504,123,587,469,429,228,392
4336,650,482,149,244,118,357,380,502,150,178
4192,1050,383,164,107,112,559,143,394,149,462
3503,678,459,174,245,99,340,368,325,236,0
4125,1386,446,196,308,101,379,321,98,264,281
3408,1398,384,117,188,145,534,263,503,222,295
3874,1221,455,101,246,135,541,192,578,197,253
4515,1098,451,156,212,98,550,219,411,157,523
4398,1171,293,107,218,84,522,244,0,146,342
4008,925,435,143,112,154,625,484,567,181,518
3513,1062,637,204,300,137,423,364,579,106,284
4323,341,342,150,251,103,438,229,447,155,37
4010,1469,334,150,189,89,339,246,494,223,232
2840,1469,410,138,340,90,486,517,1195,113,265
4391,1726,479,85,314,0,604,257,496,45,284
2520,1348,346,163,245,129,513,302,523,319,53
6177,1203,321,136,344,155,600,285,641,110,331
3452,1302,377,194,369,117,490,310,459,160,235
2412,1266,370,156,179,147,327,100,236,264,280
4140,1174,316,251,166,51,495,380,809,263,390
4146,1364,371,87,83,56,412,244,593,196,400
3155,1339,417,154,197,144,682,391,574,243,523
3511,1283,493,136,221,93,353,520,338,348,377
5378,1241,428,141,128,107,580,155,432,181,226
3847,1426,440,139,187,0,582,0,190,127,83
4365,1189,346,95,305,0,545,0,347,250,372
3675,1219,395,227,0,81,408,339,354,162,149
2955,1395,389,238,193,108,467,89,337,119,162
3915,1502,416,170,343,104,376,264,180,181,126
3867,1484,430,143,149,124,334,218,533,230,335
3800,2030,448,68,288,109,527,463,501,227,365
2558,1047,402,146,233,105,378,486,455,96,96
4132,1242,374,154,257,84,865,271,587,232,165
3925,1315,461,134,273,161,399,185,270,90,316
3368,1077,436,194,340,159,595,216,469,103,0
4243,830,431,204,303,108,662,304,391,300,435
3025,1541,398,159,332,58,515,534,405,71,330
2975,1329,461,163,389,111,614,708,294,20,401
4370,1192,337,233,228,62,438,280,126,233,199
4254,1306,445,115,0,58,406,593,419,155,318
3971,1317,444,130,152,130,238,339,267,171,104
3302,1225,355,321,318,74,543,134,846,311,406
3646,1454,366,134,103,85,533,364,343,280,661
3869,934,336,190,206,128,826,329,493,270,229
3202,1394,426,128,209,224,500,325,152,202,156
3630,1185,271,209,234,37,0,102,375,238,274
4326,1509,411,135,164,154,801,318,170,164,165
4714,1045,362,134,195,84,472,361,537,1,420
3790,1488,351,128,390,110,792,12,1070,200,45
4378,1142,306,276,430,208,522,466,515,246,390
3043,1364,356,148,433,72,495,151,558,531,60
5456,1748,471,144,268,96,550,497,806,280,278
3598,1525,364,151,483,126,495,236,78,0,437
4154,1262,421,177,394,63,409,301,434,191,257
3876,1155,345,151,230,107,585,235,382,180,216
6046,1580,451,159,287,91,422,176,463,217,352
3563,1244,430,181,160,186,661,264,0,213,329
4314,1404,389,118,196,136,564,401,442,120,0
3860,1488,412,30,424,128,1043,722,498,172,319
3921,1124,416,153,139,116,419,231,478,202,350
3908,1384,350,129,254,121,489,263,173,248,389
3577,1411,164,143,269,88,849,222,533,195,294
3993,1658,587,117,260,102,485,174,304,498,99
3969,1365,477,124,294,75,483,23,326,154,338
5651,1229,407,183,178,123,541,172,314,218,352
4042,1624,435,139,220,73,571,366,492,191,498
4399,1473,460,136,162,85,580,482,170,231,184
4462,1388,384,125,97,69,611,338,586,201,388
1876,892,224,123,573,107,303,362,731,177,275
4434,1389,436,215,363,92,648,359,382,242,290
3407,1148,509,111,336,112,460,251,226,139,300
4294,1475,437,129,272,80,603,337,143,101,322
4310,1268,536,147,205,77,510,91,379,272,265
4980,1196,371,169,413,113,664,237,326,202,278
4046,1213,397,147,330,96,664,48,523,313,477
3766,1226,604,120,188,185,962,195,561,201,313
3621,1031,429,134,363,120,665,206,193,91,346
4675,1057,370,132,262,104,403,350,368,232,347
3673,1844,465,130,349,139,716,152,279,66,299
3597,1611,466,139,370,130,476,811,901,79,309
4038,1443,394,177,0,106,426,463,29,202,222
4343,1461,414,170,240,191,358,405,180,215,370
3929,1539,368,198,269,135,468,542,323,210,257
4583,1356,360,123,257,67,262,92,496,143,343
4265,1209,417,211,173,90,471,383,0,140,244
2911,1218,361,139,258,46,495,225,547,402,249
3735,1912,432,185,228,56,295,379,223,115,456
3719,1055,380,87,229,190,448,360,374,140,92
4240,1113,453,153,132,141,393,524,287,309,372
2688,1718,396,140,233,49,510,178,567,140,493
5275,1119,304,169,411,100,579,319,126,181,294
4266,1545,381,265,284,89,523,143,530,203,217
4074,1546,304,169,226,180,298,328,605,174,274
4591,1425,313,165,290,29,574,347,380,286,173
5172,1049,318,234,535,81,644,234,761,276,333
4435,1261,391,204,196,81,597,150,332,258,335
4474,1326,450,73,113,79,625,463,223,309,337
4065,677,544,135,170,108,607,247,455,191,284
3929,1418,542,139,221,127,500,279,0,295,294
1985,936,357,184,496,84,482,622,0,235,379
3587,1279,355,186,341,98,560,243,405,132,0
3656,1472,331,124,167,71,527,224,92,237,320
3325,1226,410,155,330,74,569,501,438,167,245
3962,1692,443,95,236,112,439,227,145,87,756
3158,1326,460,185,260,117,490,422,401,87,340
4095,1403,377,114,339,45,548,701,432,128,321
3982,1610,568,151,462,78,530,313,236,317,282
4073,839,429,160,128,90,322,249,345,0,663
3739,1607,365,203,328,88,651,652,418,180,364
5538,1417,368,210,165,92,680,479,238,241,388
4680,1417,436,170,336,25,458,386,47,189,229
3378,1122,400,149,259,132,443,164,648,401,258
4116,1521,356,137,255,98,441,201,392,398,238
4848,1179,359,142,380,184,160,338,554,311,217
3493,1263,336,127,274,119,493,364,0,166,264
3330,1552,382,170,290,111,440,377,362,108,364
4216,1227,349,146,342,74,695,292,403,163,268
3659,1370,405,125,227,83,319,215,367,220,214
4484,1289,514,184,187,124,578,219,440,142,300
4497,1296,423,167,297,176,602,70,437,231,354
4687,1270,453,158,217,79,621,463,564,7,236
3574,1093,268,145,368,157,570,37,317,228,297
4238,1409,318,164,70,111,257,276,720,305,199
4316,1427,406,140,217,124,496,123,547,66,142
2589,1184,366,233,277,91,586,242,407,169,250
3614,1212,197,218,207,137,611,358,382,133,148
5905,1483,389,125,365,84,350,71,39,146,555
4114,1247,432,256,276,136,247,335,635,209,423
4318,1319,385,123,209,87,733,387,320,433,43
3589,1124,443,94,278,149,454,258,443,73,292
3390,1287,299,201,153,139,502,574,322,110,257
3715,1125,416,146,76,87,609,76,505,283,398
3938,1179,397,22,359,79,380,129,539,97,359
3468,1147,464,98,249,104,550,270,252,252,244
2257,1473,365,157,259,152,540,272,639,55,297
3156,1034,368,161,175,66,333,311,178,78,319
3440,1353,384,162,203,121,160,393,387,0,503
4335,1255,425,182,339,47,468,0,250,312,356
4302,2270,550,177,251,88,545,164,499,272,312
3804,1456,372,111,427,129,529,231,1218,161,340
3491,1052,445,117,303,139,662,403,456,144,184
3486,1188,351,179,174,15,662,381,312,232,141
3813,1297,436,131,432,112,378,293,279,78,395
4322,755,418,106,152,108,681,249,696,233,180
4464,1482,401,109,230,116,480,285,277,158,180
3752,1334,424,258,544,124,551,336,254,322,153
3423,1261,394,178,465,123,423,310,320,222,259
4134,1496,413,154,213,118,720,159,328,187,233
3588,1065,520,122,260,87,299,152,296,217,358
3741,1247,445,148,359,130,340,274,276,173,328
4663,769,373,145,360,117,458,372,371,237,436
4414,1272,385,137,396,112,523,194,420,134,98
4079,679,460,171,194,93,736,29,0,281,251
3364,697,380,136,281,130,535,121,120,173,322
4106,1401,485,166,293,142,534,307,278,0,273
4531,1097,438,160,0,98,590,222,350,257,153
3812,863,332,218,236,88,508,464,393,211,299
4676,658,605,210,300,86,483,245,869,252,158
4646,1259,458,167,247,92,450,174,218,167,202
4832,1278,383,102,207,0,502,272,381,248,334
4153,907,443,107,287,90,639,341,675,328,179
4294,1770,307,198,349,65,473,346,313,121,198
4707,1506,501,155,273,112,488,102,164,186,380
4224,1491,448,167,96,128,456,54,576,58,213
3749,1544,351,162,348,132,490,341,392,207,292
3776,1057,476,183,162,116,548,258,313,359,278
4119,1476,305,184,169,83,395,173,622,147,374
3355,1113,350,124,277,67,915,259,0,203,304
3928,1458,329,165,278,80,518,461,322,128,303
6254,1153,301,108,208,90,569,131,141,281,29
2904,1370,383,117,312,194,570,397,634,183,268
4767,1607,410,141,255,173,421,201,0,199,217
4561,1487,408,99,141,121,463,247,180,184,323
3770,1116,509,127,181,117,157,170,516,181,252
4272,1072,403,85,233,109,445,233,569,108,457
2015,1455,341,149,259,85,469,436,701,214,266
4615,1564,375,199,56,104,673,255,369,181,545
4491,1386,262,151,117,121,570,231,405,88,367
3300,1198,454,151,202,129,381,324,310,62,235
4294,1308,251,139,304,109,382,243,540,187,323
3897,1386,403,179,260,123,736,309,293,177,500
4041,1282,439,148,620,86,531,243,258,101,297
3636,1899,443,117,314,53,339,319,324,262,361
4874,2278,382,155,125,139,423,262,499,0,455
4520,2446,394,197,205,82,345,188,507,242,330
3630,1585,478,107,306,82,283,405,199,137,0
3333,866,371,122,292,74,903,777,377,172,407
3807,1531,478,147,291,109,631,350,10,0,376
4217,1416,561,139,329,84,373,150,219,0,369
4120,1169,305,163,350,145,442,540,343,217,345
6149,908,404,121,124,144,534,324,253,179,377
4395,1277,382,134,223,112,570,131,402,247,134
4485,1373,333,152,303,79,615,246,604,0,367
4163,1079,396,153,313,156,316,451,444,146,209
3305,755,376,228,385,135,519,197,648,225,240
3902,1542,494,173,366,80,549,334,331,267,395
4530,1394,448,104,515,50,584,665,360,207,469
3974,1025,352,120,219,109,495,190,511,256,195
4252,1248,363,109,318,118,549,293,608,0,398
3841,1445,450,198,403,104,646,264,483,0,195
3485,1432,461,118,367,101,485,388,541,243,236
3938,1160,276,168,283,188,515,93,375,173,451
4155,1663,376,165,363,118,493,226,222,166,223
3672,1155,535,106,272,81,465,452,518,171,403
3882,1243,414,137,272,88,367,184,339,109,254
3530,740,436,142,238,157,466,192,888,121,168
4560,1166,439,103,151,92,570,248,133,148,227
3853,1272,347,278,327,74,939,427,721,307,204
4726,1308,382,155,527,104,493,340,524,168,272
4764,1517,296,198,266,97,501,194,611,173,372
3959,944,399,216,294,144,322,292,596,250,64
5322,1544,331,155,212,71,610,0,413,200,349
2957,1151,363,161,321,93,298,345,66,164,517
3264,1672,455,211,244,127,369,296,407,193,318
3313,1435,420,190,247,99,500,320,295,132,459
4689,1409,550,149,17,78,557,268,283,0,371
4058,1279,400,137,267,156,649,432,504,272,316
5771,1713,470,127,186,161,597,0,452,224,253
2890,1294,369,229,229,113,572,237,246,55,584
3401,1602,600,169,198,84,542,406,259,260,388
2569,1185,406,268,202,73,227,359,148,184,179
4143,1443,383,164,239,123,547,209,237,180,217
3926,1680,507,144,292,143,609,0,948,269,251
4282,1130,339,165,368,108,349,354,272,0,349
4818,1398,308,164,267,136,519,10,445,204,503
5610,1159,405,186,221,97,71,304,508,307,316
5678,1386,251,174,231,87,577,418,457,178,95
4096,1679,284,155,327,111,405,205,178,168,328
6761,1113,287,162,287,43,738,188,361,598,165
2950,918,412,115,161,89,587,160,587,159,270
4342,1133,266,188,203,128,297,520,595,252,498
3943,1274,372,143,256,31,839,419,186,104,349
4283,1424,307,43,238,65,579,686,467,260,231
3671,484,353,136,210,100,569,107,653,158,295
3976,1615,171,123,237,68,531,443,332,268,368
4356,1397,475,125,75,90,388,370,251,159,343
5556,1035,450,118,280,43,202,340,461,239,298
4404,1364,464,230,254,123,448,273,432,56,458
3576,1592,433,175,320,137,344,165,778,192,205
3788,1408,330,149,285,58,489,406,574,206,336
3773,1352,533,170,175,110,461,479,494,126,269
3102,1240,440,164,226,98,525,0,263,203,230
3835,1281,315,137,241,118,473,224,142,400,252
4366,1302,422,187,239,148,442,452,605,124,140
3363,811,439,296,192,70,551,317,469,234,332
4524,1393,513,175,210,142,555,263,388,156,76
4244,1499,448,162,319,155,331,264,989,290,348
3633,1150,424,140,333,52,473,506,500,220,259
3929,645,401,140,415,61,517,255,296,163,302
4799,1371,427,149,345,78,412,234,16,209,264
4367,1462,431,191,246,123,545,383,292,597,292
2281,1302,400,184,431,81,502,293,380,164,271
3881,1408,609,107,372,87,483,339,226,267,351
4038,1068,450,158,88,85,432,198,395,120,281
3744,1097,287,75,169,75,460,200,741,231,297
4367,1386,402,137,256,228,607,262,389,193,300
5021,1907,424,130,227,119,637,336,169,289,733
4078,984,334,167,304,119,419,222,427,196,313
4199,1369,455,117,300,93,483,407,432,295,285
3971,1045,476,104,138,96,404,289,393,388,183
3632,1841,440,135,338,115,492,471,192,110,384
3907,865,399,150,395,80,526,195,509,128,353
3200,1311,415,0,148,89,506,334,754,235,132
5139,1077,406,184,448,204,236,346,591,119,282
3383,1483,411,144,226,13,622,327,567,33,351
3484,1219,349,151,344,139,452,295,183,175,209
3780,1503,381,183,364,28,378,385,319,31,293
4644,1453,403,25,218,148,416,176,0,166,385
4007,1086,417,308,216,132,606,328,379,115,192
3382,1155,429,150,326,132,571,201,522,287,24
4627,1231,350,174,68,56,495,242,510,261,217
4366,1286,391,163,267,87,493,600,420,225,241
5366,1261,387,171,322,91,373,395,0,298,317
4358,1446,498,152,305,109,600,163,528,132,177
5197,1347,412,136,272,157,592,102,480,184,189
5093,1177,434,208,152,110,235,400,0,288,271
3657,1118,450,149,295,139,520,583,455,212,218
3772,1137,443,14,325,146,619,193,213,328,135
4192,2137,298,194,307,125,410,453,355,69,359
4250,1261,391,141,435,111,507,346,245,64,399
3154,1716,434,98,312,141,593,346,0,163,144
3915,1300,407,125,197,57,573,232,912,244,322
3594,708,317,91,70,123,661,319,456,253,237
4414,940,348,127,238,150,439,237,426,182,569
4536,1032,356,203,164,108,586,422,0,277,314
2963,1076,416,164,250,121,380,424,323,231,400
3989,1193,412,150,156,134,318,285,423,205,363
4561,1004,476,133,234,92,537,241,513,75,366
3907,1069,401,146,0,194,678,379,402,205,447
5844,1433,410,183,199,67,648,365,404,145,422
4176,1580,333,0,275,47,413,183,253,184,218
4171,1292,392,238,383,124,500,271,21,0,503
3864,1418,514,124,229,85,388,519,562,0,510
3392,1489,417,143,249,108,740,299,532,139,397
3439,1359,372,145,137,111,564,324,364,100,345
4355,1371,421,144,280,116,462,355,564,164,398
4010,1495,452,130,545,63,845,244,412,87,102
3931,1383,425,176,522,80,431,377,165,256,290
3788,1978,442,184,221,137,441,338,540,7,422
3847,871,448,179,191,86,406,413,248,474,279
4523,1283,408,153,271,99,412,131,296,160,319
3832,1311,416,132,373,85,675,335,840,234,159
1730,1276,370,144,96,117,554,321,975,341,395
4372,872,370,147,362,0,317,158,516,157,195
3898,695,396,121,335,150,544,273,143,277,323
4016,1458,334,155,199,78,549,339,470,288,382
